,reviews,Sentiments
20508,very good quality.,1
20509,Good qualify product and very cheap at this price. ,1
20510,very nice bag look at my Baby she really enjoy him,1
20511,i love it thankx daraz mujhe bhttt pasnd aya ,1
20512,excellent totally satisfied love this bs belt  size  aur te,1
20513,thanks received good product me ne bike k liye liya hy ,1
20514,good product.. excilent quality,1
20515,"Good experience, fine quality as mentioned. I ordered by depending upon previous reviews. It was worth it. Thank you being an honest seller! ",1
20516,"Product is of good quality and delived on time, baby k head wala cover ni ha , if u have then send me in thr same address",1
20517,"Good quality bad but it’s not as exactly shown in picture. 
Baby head doesnt have any support and its a little small . Only for babies 6 months old size",-1
20518,The product was quite satisfactory. totally as it is described and shown in pictures. packaging was good and the quality was up to the mark. glad to shop.,1
20519,it's a great carrier quality is A+ n color is also beautiful thnx daraz n seller too...love to shop again and again 😍,1
20520,"1)BRAND 👍⭐⭐⭐⭐⭐

2)DESCRIPTION⭐⭐⭐⭐⭐

3)DURABILITY⭐⭐⭐⭐⭐

4)FREE SHIPPING ⭐⭐⭐

5)MATERIAL ⭐⭐⭐⭐⭐

6)ORIGINALITY ⭐⭐⭐⭐⭐

7)QUALITY ⭐⭐⭐⭐⭐

8)SELLER  COMMUNICATION⭐⭐⭐⭐⭐

9)TIMELINESS⭐⭐⭐⭐⭐

10)VALUE FOR MONEY ⭐⭐⭐⭐⭐",0
20521,Nyc stuff but too large size for 3 month baby it is suitable for atleast 1 year child ,0
20522,"Very good quality, delivery was fast. 
I recommend everyone to purchase this prouct",1
20523,Very satisfied with My parcel....same like a pic...A1 Quality.....Thanks Daraz :),1
20524,very good experience ..same as shown in pic..fast delivery good stuff satisfied  ,1
20525,Good quality bag... I find it a reasonable and a such a reliable quality bag...,1
20526,same to  same like advertised۔quality is also v good۔۔۔s highly recommended۔۔,1
20527,Such a nice quality carrier love it 100% recommended to buyers thank u daraz ,1
20528,"jo cheez dikhai hy wo nhi hy 
us sy different hy low quality hu",0
20529,Very good quality and good color amazing fast delivery thanks ,1
20530,"Good but hardly used, baby often is uncomfortable tied up. ",-1
20531,"premium quality product we like it very much
Thanks ❤️❤️❤️",1
20532,"Same as Shown, Awesome quality and product,recommended❣️",1
20533,Good Product same as described. Delivery was fast also,1
20534,it was very nice and good quality reccomended by me,1
20535,product is nice but wearing it a little difficult ,0
20536,very nice and same as shown in pics.. satisfy..😊,1
20537,"It was good, flexible a comfortable for child ",1
20538,Same as look in the picture.... Good product ,1
20539,Quality is fine exactly as shown in the pics ,0
20540,wesy to bht achi hai but size small lag raha,-1
20541,good quality and proper support for kid. ,1
20542,Zabarzast.. Is price tag ma perfect hy.. ,1
20543,good Packing good product. I am so happy,1
20544,I love the quality. It's pretty good.,1
20545,Product is very good and I love it. ,1
20546,it is good quality and easy to use,1
20547,"Its really nice stuff, Thank you..",1
20548,fast delivery and fabulous product,1
20549,It’s good and in affordable price ,1
20550,Very good and Useful product 👍,1
20551,"good quality 
on time delivery ",1
20552,good product but size is small,0
20553,"Fantastic.
Highly recommended ",1
20554,Excellent product 👍 worth it,1
20555,fast deliver and good product,1
20556,perfact   delivery very fast,0
20557,"very good quality
awesome. ",1
20558,good product in good price.,1
20559,yes m satisfied with this.,1
20560,"nice, i'm happy with that",1
20561,Not very useful for me. ,-1
20562,Zabardast same as shown,0
20563,As per the description.,0
20564,I am a Happy customer.,1
20565,very good quality. ,1
20566,Quality very poor,-1
20567,"price was reasonable and lower than competitors
product was delayed but received fine 
quality is good for the price
bubble water also included
gun has light in it 
has to jerk it after dip in bottle to make bubble",0
20568,Awesome I'm satisfied good thanks daraz,1
20569,Gun Theek hai but Colour wali order ki thi simple mili,0
20570,Good item satisfaction ,1
20571,products ki quality mujhay bahut Pasand ayi ha packaging aur quality dono behtareen .,1
20572,wonderful store tamam products premium quality he will buy again thanks olim naturals,1
20573,"it's amazing experience buhat acha rha😍
product buhat achi hi thank you so much 😍",1
20574,"buhat achi quality he munasib qeemat pr will shop again thanks seller ❤️👍👍,🥰",1
20575,very nice packaging and best product will be ordering from them in future as well highly recommended thank you,1
20576,I am glad to recieved exactly what I have ordered also in time,1
20577,lovely and original keep it up 😍,1
20578,"Just received it. This is so cool! Different colors, varying levels… good speaker… awesome product. The best part… much cheaper than market rate, even including delivery. THANK YOU… Thank you ever so much !",1
20579,It is an awesome product which is why I ordered one after another. ,1
20580,"quality is good, but too small for a 2-4 months old baby",0
20581,"very well packed. received original, genuine product with Long expiry date. Received before the estimated delivery date. very good experience so 5 stars for seller",1
20582,"🤩🤩🤩🤩DARAZ  YOU ARE GREAT 🤩🤩🤩
daraz always send best and no 1 quality items
waoow excellent work  original quality ghee no1 zaiqa superb  amazing thanks seller and always thankful daraz staff ",1
20583,"Original Product 
timely Delivered
Less than market rate 
satisfied with Daraz services and products 
I will suggest everyone to shopping with daraz
you just need to check reviews and comments before order something on daraz
Excellent Experience 
💞💓",1
20584,"fine packing, speedy delivery, avg quality but very reasonable price. overall im satisfied 😊👍",1
20585,"Fast delivery, good packing, in good price compare to market,  satisfied ",1
20586,"Original Product 
timely Delivered
Less than market rate 
satisfied with Daraz services and products 
I will suggest everyone to shopping with daraz
you just need to check reviews and comments before order something on daraz
Excellent Experience 
💞💓",1
20587,"Original Product 
timely Delivered
Less than market rate 
satisfied with Daraz services and products 
I will suggest everyone to shopping with daraz
you just need to check reviews and comments before order something on daraz
Excellent Experience 
💞💓",1
20588,"its Karachi Brand , 
1.Product Quality is in this proce range ok 
2.Packing needs to be improved , as i got leaked product 
3. Go for it if you want less price product , i will not call it cheap price , 
Over All Quality is 8/10 ",1
20589,4 days late order phoncha r paking buhat kharab thy cat un use Karna chahe Jo ni kea baqi tast check karna hy,0
20590,🤩Alhamdo lillah Zabardast  quality ka ghee mila hy A1 Quality  aur original  ghee mila hy packing kamaal ki thi  aur timely received   I am happy shopping with daraz  EXCELLENT  SERVICE BY DARAZ TEAMS  thanks seller and also thanks daraz teams,1
20591,"🤩🤩🤩Daraz mall thanks 🤩🤩🤩
A1 QUALITY ghee EXCELLENT SERVICE  best ZAIQA aur WAKT ME DELIVERED  packing was great  Greatest working  THANKS DARAZ  PAKISTAN ",1
20592,"Quality of the Banaspati is good, Packaging is sooperb delivered safely. Recommended to buy.",1
20593,"good packing, its fresh, but i believe its overpriced.",1
20594,"Very good experience,good quality ,cheap price, packing was perfect, recommended!",1
20595,"delivery is late due to holidays, packing is good and quality is also good ",1
20596,Seller was really good... Thanks daraz.. ,1
20597,Fresh quality. Nice taste. Price was also less. but packing was insecure.,0
20598,"Packaging is satisfactory, fast delivery, price is comparatively good",1
20599,Good product in reasonable priceand very fast delivery thanks daraz ,1
20600,I am fully satisfied good product.,1
20601,wao amazing orignal  with low price fast delivering save packing inshallah again order kro ga thanks daraz thanks seller,1
